student_id,age,gender,study_hours_per_day,sleep_hours,phone_usage_hours,social_media_hours,youtube_hours,gaming_hours,breaks_per_day,coffee_intake_mg,exercise_minutes,assignments_completed,attendance_percentage,stress_level,focus_score,productivity_score,final_grade
220,30,Female,3.79,6.51,5.61,2.44,0.58,1.42,10,,69.0,6,60.66%,6,44.42,58.19,71.4
221,26,Male,5.38,5.69,6.26,2.75,3.02,2.98,5,249 mg,,8,78.54%,8,32.64,52.62,74.84
222,22,Female,7.65,7.11,1.93,0.0,0.0,2.6,8,290 mg,74.0,14,88.12%,7,40.86,90.24,71.28
223,28,Male,2.8,5.92,8.32,3.76,1.64,1.59,8,392 mg,58.0,7,65.18%,8,0.0,33.01,58.95
224,22,Female,2.41,4.63,4.12,1.29,1.39,3.35,9,473 mg,2.0,4,52.62%,10,0.0,26.33,55.99
225,28,Female,2.69,5.41,5.73,2.69,2.41,3.07,8,549 mg,29.0,4,61.56%,8,1.01,20.75,63.08
226,23,Male,2.51,4.73,8.96,3.62,2.19,2.58,6,527 mg,31.0,4,62.12%,10,0.0,20.45,47.99
227,24,M,9.08,6.27,1.67,0.0,0.83,0.0,5,235 mg,75.0,18,93.34%,4,44.67,87.22,86.8
228,29,Male,8.58,5.03,4.83,2.88,2.09,1.25,5,418 mg,32.0,18,85.99%,7,20.6,64.17,82.62
229,25,Male,5.24,7.04,4.68,1.65,1.55,1.59,7,279 mg,77.0,12,78.58%,6,30.17,66.27,71.92
230,17,Male,7.89,8.01,4.5,1.69,1.0,1.85,5,318 mg,,20,96.36%,4,49.02,86.75,67.73
231,20,Female,8.1,6.41,2.13,1.16,0.3,0.57,0,175 mg,56.0,17,97.38%,4,41.78,96.69,94.91
232,28,Male,4.28,4.84,1.95,0.41,0.49,1.38,10,380 mg,17.0,11,62.41%,8,22.08,50.77,86.79
233,29,Male,4.73,3.41,4.38,2.65,1.6,1.52,9,434 mg,5.0,5,77.81%,9,5.59,20.87,64.53
234,24,Female,3.81,6.09,6.04,2.17,2.31,2.59,7,312 mg,22.0,8,64.60%,9,11.01,36.4,60.78
235,20,Female,5.08,5.34,8.93,4.18,2.76,2.51,6,580 mg,0.0,11,70.95%,10,0.0,26.81,63.43
236,26,Female,5.48,6.5,7.65,3.4,2.31,4.31,6,436 mg,64.0,7,73.00%,7,32.45,55.63,73.93
237,23,Male,4.5,5.32,10.12,4.65,3.43,2.06,13,600 mg,65.0,9,77.36%,10,0.0,46.34,67.86
238,21,Female,4.11,6.0,10.89,4.48,2.86,3.75,12,381 mg,47.0,6,67.37%,8,0.0,24.5,59.2
239,22,Female,8.86,6.5,1.44,1.79,0.0,0.41,4,296 mg,32.0,14,96.24%,4,50.05,89.86,63.45
240,27,Female,7.11,5.85,4.23,1.54,1.58,2.29,0,316 mg,71.0,17,83.13%,4,38.13,82.24,76.31
241,26,Female,2.55,7.09,11.28,5.56,3.99,4.46,13,396 mg,94.0,5,48.60%,8,3.05,33.0,68.34
242,30,Male,5.43,4.64,9.69,4.32,1.91,3.13,6,586 mg,14.0,13,77.66%,9,0.0,38.41,56.11
243,24,Male,9.64,5.98,,0.0,0.0,1.28,2,192 mg,87.0,19,88.96%,2,46.01,100.0,86.58
244,25,Male,5.13,5.79,6.15,2.48,1.16,2.82,9,390 mg,55.0,10,73.91%,7,15.36,41.06,68.48
245,22,Male,2.06,4.29,8.5,4.03,1.74,3.05,8,446 mg,26.0,5,57.37%,9,0.0,28.32,58.9
246,23,Female,2.3,7.06,9.8,4.39,2.92,3.3,11,437 mg,80.0,0,60.00%,9,0.0,22.31,58.44
247,25,Male,6.9,6.05,5.42,2.91,0.97,1.33,5,403 mg,58.0,15,80.77%,5,34.19,83.24,79.31
248,22,Male,5.3,5.54,6.13,2.6,1.72,0.75,11,306 mg,33.0,6,72.03%,7,30.71,49.72,51.94
249,26,Other,3.83,6.52,6.7,3.3,1.62,1.72,11,412 mg,44.0,6,70.08%,7,13.57,39.95,78.63
250,17,Male,6.3,6.84,3.71,1.94,1.1,0.6,9,204 mg,88.0,11,84.18%,2,46.96,92.48,70.1
251,24,Male,4.68,5.45,8.33,3.52,2.03,3.74,6,310 mg,40.0,10,91.07%,8,9.89,41.47,75.67
252,17,Female,4.93,4.02,10.22,4.65,2.91,4.38,7,561 mg,27.0,6,72.81%,10,0.0,39.59,56.72
253,29,Male,3.45,8.28,7.5,2.74,1.36,0.82,8,197 mg,87.0,10,66.93%,5,17.14,39.3,73.79
254,26,F,6.34,6.69,0.8,0.0,0.03,0.0,6,195 mg,90.0,10,84.80%,2,68.82,100.0,97.99
255,25,Female,5.67,7.55,1.05,1.83,0.0,0.0,3,220 mg,77.0,11,73.52%,5,51.28,79.78,61.53
256,19,Female,2.28,7.16,10.0,4.56,1.41,2.73,12,394 mg,81.0,4,60.25%,6,7.69,32.01,58.45
257,25,Male,3.61,6.21,6.63,2.28,2.18,3.8,6,434 mg,50.0,4,66.08%,7,15.89,56.17,59.84
258,25,Male,7.46,7.59,1.79,1.42,1.21,2.08,3,197 mg,69.0,18,86.44%,3,64.18,81.82,91.14
259,20,Male,8.61,7.66,3.24,1.62,1.14,1.13,7,183 mg,97.0,14,86.64%,3,43.35,92.36,78.55
260,17,Female,4.82,6.93,5.37,3.53,2.05,1.15,7,,72.0,7,75.06%,9,13.01,56.41,56.96
261,27,Female,7.87,6.16,3.59,0.77,0.64,0.88,5,141 mg,56.0,15,80.88%,3,49.24,89.23,74.1
262,18,Other,5.05,5.93,7.32,3.06,1.93,3.92,7,492 mg,4.0,13,70.86%,8,12.13,38.43,64.62
263,25,Female,4.84,6.43,7.34,3.66,1.41,2.04,5,287 mg,35.0,10,77.66%,5,24.25,47.72,67.04
264,26,Female,7.18,8.28,3.0,1.52,2.13,1.9,4,149 mg,101.0,15,81.28%,3,56.01,100.0,84.62
265,27,Male,2.92,4.2,8.36,5.0,2.27,0.29,8,544 mg,25.0,7,66.93%,10,0.0,15.71,74.41
266,26,Female,7.83,5.65,0.0,0.0,0.14,0.0,8,352 mg,19.0,17,82.48%,4,49.83,89.86,95.65
267,17,Male,3.38,8.98,4.9,1.3,1.57,1.05,10,132 mg,89.0,6,55.99%,5,28.21,52.25,74.08
268,27,Female,9.05,7.65,2.33,0.11,0.37,1.96,0,238 mg,21.0,19,90.54%,6,43.67,80.93,74.62
269,25,Female,7.06,6.66,2.16,1.24,1.1,2.66,5,147 mg,54.0,16,79.54%,5,51.64,75.29,75.56
270,17,Male,5.82,8.1,2.89,1.25,1.22,0.0,7,201 mg,93.0,10,84.94%,2,56.85,95.39,79.96
271,29,Female,7.49,6.53,1.69,0.33,0.52,1.85,7,338 mg,45.0,15,81.93%,5,34.46,78.46,84.77
272,22,Male,6.66,5.23,5.77,2.5,1.76,4.1,7,382 mg,32.0,11,85.94%,7,1.31,44.25,84.62
273,26,Male,6.74,8.06,0.42,0.42,0.0,0.77,4,256 mg,33.0,17,82.14%,4,65.51,82.87,78.11
274,27,Male,5.22,7.2,6.02,2.4,2.07,0.9,4,382 mg,72.0,10,71.26%,7,32.5,63.65,84.9
275,27,Female,3.37,6.65,8.58,3.15,3.17,1.03,8,324 mg,57.0,6,63.70%,6,12.75,35.28,69.08
276,30,Female,3.52,5.88,7.54,3.17,2.84,2.49,9,464 mg,37.0,5,64.26%,7,12.89,33.03,62.3
277,27,Male,2.4,5.34,6.76,2.5,2.17,1.72,9,441 mg,,1,55.90%,8,9.56,21.26,51.77
278,27,Male,3.49,8.82,3.17,0.9,0.92,1.09,11,98 mg,90.0,9,64.25%,4,31.37,53.94,69.17
279,21,Female,4.73,6.54,8.08,2.81,2.34,1.59,10,358 mg,93.0,10,69.27%,7,1.88,50.47,78.38
280,28,Female,3.79,5.56,6.61,3.17,2.86,3.32,8,353 mg,62.0,9,67.74%,7,23.28,44.16,60.17
281,21,Female,7.74,5.04,4.14,2.37,2.48,0.6,3,282 mg,43.0,16,86.45%,4,28.56,62.0,66.06
282,24,Male,4.44,7.4,0.0,0.0,0.0,0.0,6,176 mg,90.0,12,73.44%,2,63.0,86.7,79.13
283,22,Female,6.61,6.6,5.27,2.0,0.81,0.34,5,240 mg,36.0,13,85.46%,5,30.89,54.83,56.35
284,30,Female,9.88,5.89,6.03,1.94,2.17,2.72,2,278 mg,45.0,20,96.87%,5,31.0,73.71,87.47
285,19,Male,6.55,5.12,7.85,3.46,1.89,1.01,6,431 mg,36.0,10,81.41%,8,6.76,42.71,56.1
286,28,Female,7.4,7.17,5.43,2.89,1.37,3.27,8,353 mg,68.0,16,82.01%,6,34.71,69.39,83.68
287,30,Female,8.92,7.76,4.55,1.5,0.92,0.93,3,235 mg,97.0,14,92.96%,3,32.05,90.94,79.87
288,24,Female,4.33,5.34,3.09,0.62,0.38,0.98,6,341 mg,49.0,9,76.15%,6,33.65,61.72,87.75
289,17,Male,4.74,7.95,2.86,1.8,0.42,1.07,11,288 mg,56.0,8,70.66%,5,55.22,79.29,77.83
290,24,Male,8.61,6.07,1.74,1.31,0.43,0.0,3,394 mg,28.0,18,95.78%,4,41.27,69.36,90.2
291,30,Female,4.11,7.14,7.0,3.88,2.49,4.05,9,267 mg,85.0,8,65.67%,6,31.8,60.32,65.86
292,17,Male,3.26,7.67,6.45,1.94,1.74,1.74,9,267 mg,80.0,10,65.28%,6,21.5,45.11,52.97
293,19,Male,2.92,6.62,4.19,1.89,1.53,0.23,12,386 mg,46.0,4,67.93%,8,17.29,44.49,58.56
294,18,Female,8.78,7.1,0.15,0.08,0.48,0.0,3,,64.0,17,98.90%,3,71.86,100.0,92.39
295,19,Male,6.78,7.57,9.88,3.97,2.32,3.13,6,433 mg,76.0,12,74.49%,6,14.4,43.83,60.28
296,24,Female,3.19,5.9,6.24,2.88,2.04,2.0,13,373 mg,44.0,7,71.46%,8,12.46,37.66,73.71
297,27,Male,2.93,6.92,7.65,2.82,2.41,0.47,10,335 mg,58.0,4,51.19%,9,8.71,35.44,62.59
298,23,Male,0.77,7.27,2.44,0.76,0.83,0.0,11,178 mg,61.0,1,54.47%,4,26.83,47.27,56.49
299,21,Female,4.37,4.31,8.23,3.45,2.03,4.23,8,545 mg,20.0,10,73.72%,10,0.0,30.55,80.28
300,21,Male,5.45,6.63,6.88,3.74,1.81,2.29,11,285 mg,72.0,8,77.35%,5,30.92,69.1,79.49
301,18,Female,3.89,5.36,11.22,4.7,2.97,5.47,9,525 mg,0.0,3,64.30%,10,0.0,19.77,60.93
302,22,Female,4.53,7.16,2.34,0.7,0.0,0.0,7,229 mg,56.0,8,72.81%,5,43.51,54.55,80.5
303,26,Female,4.83,5.79,2.14,1.21,0.72,0.99,7,,56.0,8,59.88%,6,33.96,58.39,64.01
304,26,Female,5.52,6.49,8.65,4.22,2.53,3.77,5,286 mg,84.0,11,77.56%,5,24.07,58.78,81.63
305,22,Other,5.08,8.13,7.93,4.02,3.37,1.64,8,,53.0,8,65.38%,5,20.63,42.51,73.75
306,22,Female,6.13,6.4,5.91,2.83,0.52,0.82,4,246 mg,,12,80.04%,6,19.92,52.53,72.95
307,29,Female,5.28,7.39,5.36,3.53,1.63,0.92,6,264 mg,56.0,10,73.70%,5,40.81,70.14,69.21
308,23,Female,5.5,6.4,7.82,3.69,2.33,3.7,5,414 mg,54.0,10,80.55%,8,21.19,63.39,73.56
309,26,Male,2.92,4.68,8.85,4.34,2.87,3.86,8,548 mg,0.0,4,56.34%,10,0.0,12.19,75.29
310,28,Male,9.94,7.48,0.0,0.0,0.0,0.0,2,169 mg,83.0,19,97.89%,3,42.79,85.8,88.46
311,23,Male,5.43,7.28,7.24,3.1,3.54,1.38,5,,92.0,10,74.69%,5,42.16,68.08,69.97
312,27,Female,6.05,7.24,3.82,1.83,1.67,0.96,5,,77.0,12,85.18%,3,51.86,84.23,92.49
313,27,Female,8.1,5.81,1.56,0.84,0.48,3.24,8,387 mg,53.0,19,92.94%,4,42.57,85.17,88.08
314,26,Male,2.89,6.52,5.74,2.92,2.21,2.48,6,409 mg,25.0,5,61.20%,9,12.61,27.02,80.31
315,23,Female,5.13,7.79,4.44,1.65,1.52,0.88,8,275 mg,58.0,10,79.21%,5,39.85,61.0,73.53
316,17,Male,5.67,6.8,2.75,1.95,0.83,0.37,7,385 mg,47.0,11,64.34%,5,43.16,84.89,87.24
317,18,Female,1.85,6.33,8.57,3.81,2.51,3.14,10,271 mg,80.0,2,62.63%,7,0.0,25.21,70.34
318,24,Male,3.39,5.36,5.67,2.36,2.01,2.36,10,384 mg,44.0,3,58.45%,8,5.24,35.92,56.39
319,18,Female,2.04,7.56,4.08,1.91,0.07,2.39,14,214 mg,74.0,5,68.30%,5,25.06,50.46,72.18
320,17,Male,3.14,6.23,7.29,2.63,2.92,2.86,7,343 mg,70.0,3,58.28%,9,0.0,32.09,66.93
321,19,Female,3.55,4.35,7.44,3.41,2.01,3.72,9,488 mg,6.0,8,71.15%,10,0.0,21.02,66.06
322,27,Male,3.9,6.43,4.26,2.75,1.51,0.56,7,374 mg,39.0,10,63.79%,8,23.14,61.76,74.19
323,21,Female,5.69,7.03,4.33,1.62,1.05,0.0,8,267 mg,59.0,12,74.01%,6,44.42,69.7,74.95
324,30,Male,7.53,6.29,5.07,2.95,0.0,0.76,5,297 mg,20.0,16,93.19%,5,42.7,79.56,68.18
325,30,Male,3.0,6.83,12.0,4.8,4.11,4.66,8,323 mg,68.0,3,52.62%,7,16.13,25.93,44.0
326,22,Female,6.1,5.39,9.41,3.53,3.11,6.0,9,547 mg,33.0,9,75.92%,9,0.0,55.13,80.6
327,20,Female,1.21,3.61,10.05,4.22,2.38,2.99,12,600 mg,10.0,2,53.58%,10,0.0,6.69,47.7
328,24,Male,6.15,4.63,8.17,3.81,3.03,1.35,7,405 mg,54.0,10,70.64%,6,14.81,47.7,74.24
329,25,M,6.22,6.25,8.93,4.6,2.08,3.45,11,289 mg,56.0,13,78.87%,7,14.5,46.65,77.85
330,20,Male,8.92,5.54,5.09,2.32,1.42,2.89,0,314 mg,50.0,17,91.20%,5,22.25,68.63,71.16
331,22,Female,1.63,5.68,10.39,3.87,2.22,1.81,8,477 mg,57.0,4,46.40%,9,0.0,22.62,72.52
332,29,Female,8.19,8.3,2.27,0.0,1.3,2.13,4,254 mg,72.0,17,90.75%,5,28.36,85.91,81.45
333,21,Other,3.13,5.54,10.66,5.08,3.95,4.74,13,226 mg,74.0,5,54.16%,8,0.0,37.16,68.22
334,23,Female,3.49,5.37,8.32,2.96,3.13,1.5,8,466 mg,16.0,7,61.69%,9,4.41,26.42,60.25
335,20,F,7.46,6.95,2.61,0.54,1.05,2.22,3,101 mg,73.0,15,90.36%,4,46.74,64.93,92.08
336,28,Male,4.81,5.61,7.0,3.09,3.11,2.01,7,461 mg,45.0,8,74.83%,8,17.85,63.21,55.7
337,24,Male,8.06,7.58,4.02,1.43,0.9,0.84,5,148 mg,83.0,16,90.67%,3,49.45,73.88,80.18
338,17,Male,3.34,5.36,9.61,3.84,2.69,0.96,8,389 mg,38.0,3,75.12%,8,5.06,30.61,65.5
339,28,Female,8.98,7.61,0.59,0.45,0.34,0.77,3,,92.0,16,90.89%,4,53.17,100.0,72.93
340,24,Other,7.62,5.64,9.68,4.38,3.03,2.9,8,382 mg,,12,82.16%,10,0.0,43.07,63.35
341,26,Female,6.87,6.5,3.93,2.33,1.02,2.25,9,209 mg,65.0,12,83.47%,5,46.53,88.13,83.74
342,24,Female,4.91,6.96,6.74,3.48,1.42,3.23,8,379 mg,34.0,7,71.10%,7,21.73,35.64,61.35
343,28,Female,5.81,5.99,9.37,4.26,3.12,2.06,5,382 mg,66.0,12,64.20%,9,5.43,48.43,59.67
344,24,Female,7.51,6.87,7.54,3.82,2.76,3.12,6,375 mg,51.0,17,91.41%,7,18.42,52.11,80.65
345,17,Female,2.42,6.97,8.91,4.05,2.47,2.18,9,454 mg,7.0,3,61.97%,9,0.0,9.29,56.78
346,26,Female,3.04,7.36,9.05,3.87,3.75,4.16,6,408 mg,30.0,8,64.50%,7,16.31,40.39,80.88
347,23,Male,3.95,5.48,6.41,2.61,1.06,1.7,7,476 mg,32.0,6,74.15%,6,6.72,29.36,59.54
348,24,Female,5.68,6.53,3.04,0.8,0.0,0.41,4,396 mg,,9,82.76%,9,23.41,52.44,77.41
349,22,Male,8.71,5.97,5.52,2.66,1.6,3.01,10,414 mg,10.0,15,90.35%,8,16.63,46.48,90.8
350,26,Male,9.53,6.98,3.89,2.41,1.28,0.82,7,299 mg,80.0,18,96.26%,5,37.52,98.95,78.17
351,22,Male,9.32,7.34,5.36,2.47,1.42,0.85,2,318 mg,12.0,15,99.69%,8,31.07,70.82,73.71
352,23,Male,6.42,7.67,1.89,1.53,0.22,0.86,4,149 mg,68.0,12,80.17%,4,52.9,79.0,71.53
353,19,Male,7.37,6.08,5.48,2.77,2.68,2.39,6,411 mg,5.0,12,79.99%,6,23.39,50.37,76.14
354,20,Other,5.12,6.31,7.83,3.22,2.19,2.62,3,348 mg,49.0,8,78.40%,9,2.3,39.83,62.25
355,23,Female,5.23,5.34,4.66,2.49,2.18,2.73,9,355 mg,39.0,8,78.28%,7,22.41,58.24,68.75
356,21,M,6.66,6.17,7.11,2.89,2.07,3.75,6,271 mg,56.0,13,73.63%,7,16.17,47.54,50.17
357,19,Male,4.45,6.49,9.04,3.77,2.99,1.96,10,407 mg,47.0,5,67.05%,9,4.72,34.8,53.35
358,21,Female,1.92,6.69,7.68,3.21,2.1,4.16,7,353 mg,39.0,3,64.13%,8,5.48,22.87,48.93
359,28,Female,2.15,5.98,4.93,2.56,1.94,1.0,4,448 mg,38.0,5,61.70%,10,0.0,29.93,72.35
360,21,Other,5.23,4.65,1.53,1.48,1.03,2.57,4,534 mg,15.0,11,81.69%,8,18.52,49.86,70.85
361,30,Other,7.62,5.81,6.34,3.44,0.8,2.31,2,412 mg,8.0,14,83.87%,8,10.09,35.64,73.26
362,19,Male,7.2,5.77,2.61,0.46,0.75,0.76,6,278 mg,54.0,14,96.55%,6,41.78,86.37,75.26
363,20,Other,6.12,7.41,2.99,1.65,0.5,2.51,7,157 mg,89.0,12,79.20%,4,44.59,86.73,63.03
364,27,Other,6.85,6.39,0.8,0.0,0.0,2.49,5,323 mg,28.0,13,88.63%,8,34.62,68.11,79.45
365,28,Female,1.44,6.82,10.41,5.51,2.43,3.92,8,465 mg,,2,61.51%,9,0.0,25.25,57.23
366,25,Female,4.07,5.57,1.55,0.28,0.4,0.0,10,359 mg,34.0,4,64.29%,8,23.02,54.04,79.5
367,28,Female,3.59,6.49,7.16,2.97,1.59,2.57,7,360 mg,58.0,9,61.43%,7,6.14,32.64,68.88
368,19,Male,2.19,6.46,8.35,2.39,2.15,2.16,10,425 mg,56.0,1,57.30%,8,0.0,12.74,67.49
369,24,Female,4.55,6.95,3.4,2.26,1.77,0.13,8,350 mg,64.0,9,69.19%,6,44.01,66.57,63.67
370,26,M,2.67,5.92,6.86,2.5,2.39,1.35,9,362 mg,42.0,8,61.07%,8,4.62,45.85,47.53
371,17,Male,2.3,6.61,8.55,2.69,3.37,2.76,9,425 mg,34.0,5,65.47%,9,0.0,21.48,46.92
372,20,Male,5.1,4.27,3.78,1.72,1.38,0.04,7,430 mg,39.0,7,62.61%,8,25.76,63.58,87.04
373,29,Male,8.14,5.54,4.6,1.04,1.28,0.23,4,337 mg,41.0,14,85.80%,7,21.75,63.28,68.36
374,21,Male,2.92,8.44,7.09,3.58,2.48,2.24,13,362 mg,77.0,4,58.37%,7,18.59,51.19,68.11
375,19,Male,7.26,6.65,6.64,2.81,2.6,2.67,4,,47.0,19,90.61%,6,28.24,67.58,80.89
376,27,Male,9.02,8.08,3.71,0.72,1.58,0.75,2,328 mg,66.0,16,94.88%,5,40.65,83.25,76.23
377,21,Male,4.72,4.32,3.51,1.52,0.92,2.52,5,430 mg,31.0,10,70.16%,7,21.82,53.64,74.91
378,30,Female,6.49,5.72,6.41,2.8,2.29,2.67,6,436 mg,71.0,9,74.47%,7,25.65,61.62,60.74
379,22,Male,3.75,4.91,7.24,3.16,1.86,4.13,7,433 mg,40.0,7,72.42%,8,0.0,32.92,51.82
380,18,Female,3.79,8.29,8.49,4.45,1.93,3.58,12,243 mg,103.0,1,57.27%,6,25.31,73.37,85.3
381,19,M,4.39,4.15,7.52,2.68,1.95,2.66,6,533 mg,22.0,8,76.99%,7,0.96,34.49,55.07
382,18,Female,3.69,5.44,7.85,3.64,2.48,2.46,7,508 mg,0.0,6,64.19%,10,0.0,14.65,50.5
383,29,Female,0.36,7.64,6.3,2.73,2.12,1.62,14,153 mg,73.0,1,52.25%,5,15.61,33.61,58.85
384,30,Female,7.72,5.29,3.18,2.03,1.67,0.87,5,379 mg,0.0,11,82.87%,8,21.31,53.81,60.75
385,19,Female,5.96,6.78,6.39,2.64,1.74,2.2,6,345 mg,32.0,10,79.32%,7,19.71,44.78,67.28
386,26,M,4.52,4.59,4.38,1.88,1.9,2.01,7,508 mg,39.0,8,69.73%,8,17.49,47.95,56.25
387,27,Female,2.64,6.56,9.58,4.96,1.98,2.71,9,467 mg,12.0,1,61.87%,9,0.0,17.32,62.85
388,24,Male,5.43,5.95,6.35,1.99,2.05,2.8,7,477 mg,40.0,10,78.84%,9,7.8,58.52,73.55
389,30,Male,8.06,7.27,8.0,3.81,2.45,2.49,3,341 mg,70.0,16,87.45%,6,32.82,76.01,71.38
390,23,Female,1.62,6.17,10.07,4.44,3.38,5.34,11,491 mg,30.0,2,58.97%,8,0.0,14.07,53.78
391,25,Male,4.54,5.51,2.29,1.01,0.76,0.33,8,295 mg,35.0,7,69.50%,8,20.69,52.11,57.18
392,19,Female,8.17,7.16,4.83,1.42,0.69,1.22,2,,69.0,17,90.72%,5,41.45,91.17,77.41
393,23,Female,7.05,6.26,7.63,3.42,2.8,3.69,4,418 mg,36.0,12,87.11%,5,26.24,53.58,47.48
394,27,Female,3.58,6.03,10.13,4.65,4.03,4.8,10,382 mg,56.0,6,57.91%,8,5.62,44.32,61.55
395,30,Female,8.82,5.44,0.0,0.01,0.0,0.7,3,300 mg,22.0,19,85.53%,6,29.85,82.2,73.48
396,27,Male,6.03,7.34,6.62,2.64,1.7,1.78,10,238 mg,70.0,12,75.98%,6,30.38,79.4,80.32
397,27,Female,4.32,4.17,6.98,2.82,1.72,2.45,9,485 mg,40.0,10,68.06%,8,3.49,55.26,51.73
398,23,Female,7.21,7.88,1.8,1.32,0.25,0.0,5,341 mg,40.0,14,88.56%,4,38.76,70.03,80.68
399,17,Male,5.18,6.52,10.04,4.21,2.3,2.13,5,320 mg,46.0,10,68.02%,8,6.95,41.6,68.69
400,19,Female,5.45,6.37,5.12,2.04,1.4,2.57,5,373 mg,40.0,9,75.17%,9,14.15,49.48,92.57
401,27,Female,3.58,6.17,3.33,1.52,0.33,1.38,9,349 mg,22.0,3,63.58%,8,24.11,56.23,57.43
402,27,M,7.73,5.6,7.86,4.58,5.03,3.15,9,525 mg,20.0,9,77.04%,8,17.36,42.45,64.43
403,24,Other,3.69,4.3,9.96,5.19,3.06,3.88,8,470 mg,13.0,6,48.04%,9,0.0,23.41,55.99
404,26,Other,7.59,6.31,2.46,1.5,1.09,1.9,5,342 mg,53.0,20,85.80%,4,42.9,78.52,100.0
405,22,Male,5.08,5.01,8.67,4.63,1.79,2.05,3,525 mg,28.0,8,73.42%,9,0.0,27.1,58.32
406,24,Male,3.68,5.66,8.88,3.88,2.61,1.78,12,356 mg,63.0,7,66.10%,7,17.11,51.78,57.01
407,27,Male,4.82,5.89,4.71,2.04,1.23,2.72,10,499 mg,10.0,8,66.32%,8,15.33,31.48,66.97
408,27,Male,2.53,5.28,10.97,5.74,4.09,3.53,13,385 mg,30.0,3,56.71%,9,0.0,27.32,63.17
409,24,Male,7.45,7.03,0.0,0.0,0.0,0.0,1,17 mg,101.0,14,96.86%,3,66.62,100.0,86.72
410,18,Female,6.19,4.01,8.49,4.72,2.93,3.43,9,476 mg,52.0,10,75.87%,9,0.0,44.93,73.57
411,26,Male,3.32,5.76,5.23,2.97,1.69,1.78,7,354 mg,66.0,6,72.83%,5,22.49,58.12,72.0
412,17,Male,5.25,7.69,7.81,3.91,1.43,2.55,10,326 mg,38.0,9,67.93%,8,13.84,52.19,59.83
413,26,Female,6.6,6.14,2.36,1.44,0.03,2.61,5,368 mg,27.0,15,73.21%,6,39.38,67.61,82.18
414,23,Female,2.48,5.73,7.74,3.36,2.57,2.47,10,400 mg,68.0,2,57.47%,9,0.0,25.39,35.68
415,26,Male,6.41,8.33,1.22,0.0,0.25,0.0,3,186 mg,91.0,12,76.50%,3,55.6,88.75,66.39
416,26,Female,8.3,6.88,0.84,0.77,0.0,1.33,4,152 mg,91.0,18,97.50%,3,64.83,86.67,95.52
417,27,Male,5.87,6.77,2.21,0.67,0.68,0.56,5,262 mg,44.0,10,70.48%,6,41.07,68.61,86.96
418,29,Female,4.54,6.49,9.35,3.85,3.09,3.39,9,387 mg,56.0,7,65.18%,7,12.02,30.33,61.63
419,29,Female,6.62,6.97,,0.07,0.0,0.58,9,199 mg,60.0,13,82.82%,4,49.76,92.65,95.41
420,29,Male,5.82,5.52,7.81,2.96,2.92,2.15,1,516 mg,18.0,12,79.07%,9,1.88,29.77,57.38
421,23,Male,5.0,5.46,10.05,4.23,2.62,3.27,7,482 mg,41.0,7,65.41%,8,0.0,36.26,68.47
422,25,Female,7.83,7.28,2.54,0.91,1.0,1.29,3,244 mg,62.0,18,93.89%,5,43.81,76.9,88.7
423,29,Female,9.6,6.23,7.7,3.62,2.46,2.77,1,353 mg,51.0,20,96.10%,4,18.42,59.72,62.45
424,26,Male,7.35,8.73,2.18,0.43,1.52,0.83,6,276 mg,64.0,12,81.30%,4,54.53,86.8,81.93
425,17,Female,7.73,5.27,9.71,3.84,2.67,3.72,8,517 mg,0.0,16,86.50%,7,7.77,31.04,63.6
426,22,Male,2.12,6.42,9.11,3.84,1.43,2.41,12,459 mg,67.0,0,59.81%,8,0.0,37.92,74.22
427,27,Female,8.14,6.63,,1.81,0.34,1.13,0,227 mg,53.0,16,90.04%,5,36.14,73.3,93.38
428,28,Female,2.96,6.83,8.84,4.45,1.68,2.29,12,469 mg,54.0,3,60.40%,9,10.04,32.31,68.73
429,24,Male,8.79,6.05,0.73,0.48,0.0,0.28,1,321 mg,61.0,13,83.84%,5,44.4,99.29,89.23
430,24,Other,7.72,5.78,7.97,3.25,2.87,2.28,10,335 mg,20.0,11,81.15%,7,20.16,44.34,78.13
431,17,Male,3.43,4.91,8.38,4.09,1.89,1.46,8,505 mg,7.0,6,54.79%,10,0.0,33.33,44.48
432,17,Female,0.61,5.54,6.04,2.9,1.83,2.4,12,463 mg,38.0,0,50.39%,9,0.0,26.18,59.55
433,27,Female,3.28,4.97,8.22,4.08,3.08,3.12,10,431 mg,39.0,5,61.40%,9,0.0,18.86,61.38
434,30,Male,0.77,6.07,9.48,4.11,2.03,2.93,13,396 mg,36.0,2,59.63%,10,0.0,17.63,70.11
435,17,Other,6.82,7.31,1.75,0.91,1.17,0.0,4,147 mg,53.0,13,82.64%,3,60.78,85.32,75.41
436,26,F,9.93,6.33,2.32,0.72,0.7,1.72,5,234 mg,75.0,18,95.51%,3,33.83,81.52,90.95
437,27,Female,6.91,8.01,3.28,0.91,0.26,1.43,6,192 mg,54.0,14,82.70%,4,44.91,79.37,78.89
438,22,Male,4.74,6.87,4.51,2.05,1.02,0.22,11,282 mg,37.0,7,69.39%,6,31.68,60.1,78.99
439,23,Female,6.91,6.2,7.05,2.88,1.03,1.03,10,438 mg,22.0,13,87.47%,8,16.46,62.74,84.23
440,17,Female,10.2,6.83,2.8,1.65,0.06,2.4,1,430 mg,45.0,17,92.99%,5,38.95,94.23,83.21
